,name,position,age,market_value,country_from,league_from,club_from,country_to,league_to,club_to,fee,loan
1156,Santiago Colombatto,Midfielder,25,2.5,Mexico,Liga MX Clausura,Club León FC,Portugal,Liga Portugal,FC Famalicão,0,True
1157,Mathias Pereira Lage,Midfielder,25,2.5,France,Ligue 1,Angers SCO,France,Ligue 1,Stade Brestois 29,0,False
1158,Javier Eduardo López,Midfielder,27,2.5,Mexico,Liga MX Clausura,Deportivo Guadalajara,Mexico,Liga MX Clausura,CF Pachuca,0,False
1159,Adel Taarabt,Midfielder,33,2.5,Portugal,Liga Portugal,SL Benfica,United Arab Emirates,UAE Pro League,Al-Nasr SC (UAE),0,False
1160,Alessandro Schöpf,Midfielder,28,2.5,Germany,2. Bundesliga,Arminia Bielefeld,Canada,MLS,Vancouver Whitecaps FC,0,False
1161,Magomed Ozdoev,Midfielder,29,2.5,Russia,Premier Liga,Zenit St. Petersburg,Turkey,Süper Lig,Fatih Karagümrük,0,False
1162,Vladimir Loroña,Defender,23,2.5,Mexico,Liga MX Clausura,Club Tijuana,Mexico,Liga MX Clausura,Tigres UANL,0,False
1163,Joe Lolley,Forward,29,2.5,England,Premier League,Nottingham Forest,Australia,A-League Men,Sydney FC,0,False
1164,Idekel Domínguez,Defender,22,2.5,Mexico,Liga MX Clausura,Club Necaxa,Mexico,Liga MX Clausura,Atlas Guadalajara,0,False
1165,Edison Flores,Forward,28,2.5,United States,MLS,D.C. United,Mexico,Liga MX Clausura,Atlas Guadalajara,0,False
1166,Mauro Manotas,Forward,26,2.5,Mexico,Liga MX Clausura,Club Tijuana,Mexico,Liga MX Clausura,Atlas Guadalajara,0,False
1167,Mariusz Stepinski,Forward,27,2.5,Italy,Serie A,Hellas Verona,Cyprus,Protathlima Cyta,Aris Limassol,0,True
1168,Richie Laryea,Defender,27,2.5,England,Premier League,Nottingham Forest,Canada,MLS,Toronto FC,0,True
1169,Mamadou Mbacke,Defender,19,2.5,United States,MLS,Los Angeles FC,Spain,LaLiga2,Villarreal CF B,0,True
1170,Toni Villa,Forward,27,2.5,Spain,LaLiga,Real Valladolid CF,Spain,LaLiga,Girona FC,0,False
1171,Nico Serrano,Forward,19,2.5,Spain,LaLiga,Athletic Bilbao,Spain,LaLiga2,CD Mirandés,0,True
1172,Darlan,Midfielder,24,2.5,Brazil,Série B,Grêmio Foot-Ball Porto Alegrense,Brazil,Série B,Associação Chapecoense de Futebol,0,True
1173,Álvaro González,Defender,32,2.5,France,Ligue 1,Olympique Marseille,Saudi Arabia,Saudi Pro League,Al-Nassr FC,0,False
1174,Valon Berisha,Midfielder,29,2.5,France,Ligue 1,Stade Reims,Australia,A-League Men,Melbourne City FC,0,True
1175,Deyverson,Forward,31,2.5,Brazil,Série A,Sociedade Esportiva Palmeiras,Brazil,Série A,Cuiabá Esporte Clube (MT),0,False
1176,Daniel Bessa,Midfielder,29,2.5,Italy,Serie A,Hellas Verona,United Arab Emirates,UAE Pro League,Al-Ittihad Kalba SC,0,False
1177,Jorge Meré,Defender,25,2.5,Mexico,Liga MX Clausura,CF América,Mexico,Liga MX Clausura,Mazatlán FC,0,True
1178,Juan José Perea,Forward,22,1.2,Greece,Super League 1,PAS Giannina,Germany,Bundesliga,VfB Stuttgart,2.4,False
1179,Arthur Chaves,Defender,21,50k,Brazil,Série A,Avaí FC,Portugal,Liga Sabseg,Académico Viseu FC,2.4,False
1180,Matías Cóccaro,Forward,24,2.4,Uruguay,Primera División Clausura,Montevideo City Torque,Argentina,Liga Profesional,CA Huracán,465k,False
1181,Luca Mazzitelli,Midfielder,26,2.4,Italy,Serie A,AC Monza,Italy,Serie B,Frosinone Calcio,185k,True
1182,Antonino La Gumina,Forward,26,2.4,Italy,Serie A,UC Sampdoria,Italy,Serie B,Benevento Calcio,0,True
1183,Pedro Pereira,Defender,24,2.3,Portugal,Liga Portugal,SL Benfica,Italy,Serie A,AC Monza,2.87,False
1184,Daniel Ballard,Defender,22,2.0,England,Premier League 2,Arsenal FC U21,England,Championship,Sunderland AFC,2.3,False
1185,Josh Bowler,Forward,23,2.0,England,Championship,Blackpool FC,England,Premier League,Nottingham Forest,2.3,False
1186,Mees de Wit,Defender,24,1.5,Netherlands,Keuken Kampioen Divisie,PEC Zwolle,Netherlands,Eredivisie,AZ Alkmaar,2.3,False
1187,David Nemeth,Defender,21,2.3,Germany,Bundesliga,1.FSV Mainz 05,Germany,2. Bundesliga,FC St. Pauli,1.3,False
1188,Andi Zeqiri,Forward,23,2.3,England,Premier League,Brighton & Hove Albion,Switzerland,Super League,FC Basel 1893,0,True
1189,Danny da Costa,Defender,28,2.3,Germany,Bundesliga,Eintracht Frankfurt,Germany,Bundesliga,1.FSV Mainz 05,0,False
1190,Benjamin Tetteh,Forward,25,2.3,Turkey,1.Lig,Yeni Malatyaspor,England,Championship,Hull City,0,False
1191,Mehrdad Mohammadi,Forward,28,2.3,Qatar,Stars League,Al-Arabi SC,Qatar,Stars League,Al-Sailiya SC,0,False
1192,Ángel González,Forward,28,2.3,Argentina,Liga Profesional,Club Estudiantes de La Plata,Ecuador,Serie A Segunda Etapa,LDU Quito,0,False
1193,Jure Balkovec,Defender,27,2.3,Turkey,Süper Lig,Fatih Karagümrük,Turkey,Süper Lig,Alanyaspor,0,False
1194,Pedro Pereira,Defender,24,2.3,Italy,Serie A,AC Monza,Turkey,Süper Lig,Alanyaspor,0,True
1195,Javier Salas,Midfielder,28,2.3,Mexico,Liga MX Clausura,Puebla FC,Mexico,Liga MX Clausura,FC Juárez,0,False
1196,Wilfried Kanga,Forward,24,2.2,Switzerland,Super League,BSC Young Boys,Germany,Bundesliga,Hertha BSC,5.0,False
1197,Gastón Brugman,Midfielder,29,2.0,Italy,Serie B,Parma Calcio 1913,United States,MLS,Los Angeles Galaxy,2.2,False
1198,Ousmane Camara,Defender,19,2.0,France,Ligue 2,Paris FC,France,Ligue 1,Angers SCO,2.2,False
1199,Pieros Sotiriou,Forward,29,2.2,Bulgaria,efbet Liga,Ludogorets Razgrad,Japan,J1 League,Sanfrecce Hiroshima,2.0,False
1200,Léo Duarte,Defender,25,2.2,Italy,Serie A,AC Milan,Turkey,Süper Lig,Basaksehir FK,2.0,False
1201,Sebastian Polter,Forward,31,2.2,Germany,Bundesliga,VfL Bochum,Germany,Bundesliga,FC Schalke 04,1.5,False
1202,Bryan Linssen,Forward,31,2.2,Netherlands,Eredivisie,Feyenoord Rotterdam,Japan,J1 League,Urawa Red Diamonds,1.3,False
1203,Jean-Luc Dompé,Forward,27,2.2,Belgium,Jupiler Pro League,SV Zulte Waregem,Germany,2. Bundesliga,Hamburger SV,1.1,False
1204,Lorenzo Pirola,Defender,20,2.2,Italy,Serie A,Inter Milan,Italy,Serie A,US Salernitana 1919,900k,True
1205,Samuel Bastien,Midfielder,25,2.2,Belgium,Jupiler Pro League,Standard Liège,England,Championship,Burnley FC,800k,False
1206,Kristijan Bistrovic,Midfielder,24,2.2,Russia,Premier Liga,CSKA Moscow,Italy,Serie A,US Lecce,300k,True
1207,Paul Seguin,Midfielder,27,2.2,Germany,2. Bundesliga,SpVgg Greuther Fürth,Germany,Bundesliga,1.FC Union Berlin,0,False
1208,Milos Pantovic,Midfielder,25,2.2,Germany,Bundesliga,VfL Bochum,Germany,Bundesliga,1.FC Union Berlin,0,False
1209,Josep Martínez,Goalkeeper,24,2.2,Germany,Bundesliga,RB Leipzig,Italy,Serie B,Genoa CFC,0,True
1210,Leo Stulac,Midfielder,27,2.2,Italy,Serie A,FC Empoli,Italy,Serie B,Palermo FC,0,True
1211,Landry Dimata,Forward,24,2.2,Spain,LaLiga,RCD Espanyol Barcelona,Netherlands,Eredivisie,NEC Nijmegen,0,True
1212,Kjell Scherpen,Goalkeeper,22,2.2,England,Premier League,Brighton & Hove Albion,Netherlands,Eredivisie,Vitesse Arnhem,0,True
1213,Josh Laurent,Midfielder,27,2.2,England,Championship,Reading FC,England,Championship,Stoke City,0,False
1214,Niels Nkounkou,Defender,21,2.2,England,Premier League,Everton FC,Wales,Championship,Cardiff City,0,True
1215,Koni De Winter,Defender,20,2.2,Italy,Serie C - A,Juventus Next Gen,Italy,Serie A,FC Empoli,0,True
1216,Paulo Victor,Defender,21,2.2,Brazil,Série A,Sport Club Internacional,Brazil,Série B,Clube de Regatas Vasco da Gama,0,True
1217,Charalampos Lykogiannis,Defender,28,2.2,Italy,Serie B,Cagliari Calcio,Italy,Serie A,Bologna FC 1909,0,False
1218,Abdul-Rahman Baba,Defender,28,2.2,England,Premier League,Chelsea FC,England,Championship,Reading FC,0,True
1219,Domingos Quina,Midfielder,22,2.2,England,Championship,Watford FC,Spain,LaLiga,Elche CF,0,True
1220,Fredrik Gulbrandsen,Forward,29,2.2,Turkey,Süper Lig,Basaksehir FK,Turkey,Süper Lig,Adana Demirspor,0,False
1221,Ishak Belfodil,Forward,30,2.2,Germany,Bundesliga,Hertha BSC,Qatar,Stars League,Al-Gharafa SC,0,False
1222,Borja Sainz,Forward,21,2.2,Spain,LaLiga2,Deportivo Alavés,Turkey,Süper Lig,Giresunspor,0,False
1223,Pietro Beruatto,Defender,23,2.0,Italy,Serie C - A,Juventus Next Gen,Italy,Serie B,Pisa Sporting Club,2.1,False
1224,Sofian Kiyine,Midfielder,24,2.1,Italy,Serie A,SS Lazio,Belgium,Jupiler Pro League,Oud-Heverlee Leuven,1.6,False
1225,Jerónimo Cacciabue,Midfielder,24,2.1,Argentina,Liga Profesional,CA Newell's Old Boys,Poland,Ekstraklasa,Miedz Legnica,0,True
1226,Jens Odgaard,Forward,23,2.0,Italy,Serie A,US Sassuolo,Netherlands,Eredivisie,AZ Alkmaar,3.59,False
1227,Emil Konradsen Ceide,Forward,20,2.0,Norway,Eliteserien,Rosenborg BK,Italy,Serie A,US Sassuolo,2.85,False
1228,Enrico Del Prato,Defender,22,2.0,Italy,Serie A,Atalanta BC,Italy,Serie B,Parma Calcio 1913,2.75,False
1229,Gabriel Florentín,Midfielder,23,2.0,Argentina,Liga Profesional,AA Argentinos Juniors,Russia,Premier Liga,FK Orenburg,2.2,False
1230,Oscar Fraulo,Midfielder,18,350k,Denmark,Superligaen,FC Midtjylland,Germany,Bundesliga,Borussia Mönchengladbach,2.0,False
1231,Emre Mor,Forward,24,1.7,Turkey,Süper Lig,Fatih Karagümrük,Turkey,Süper Lig,Fenerbahce,2.0,False
1232,Delano Burgzorg,Forward,23,2.0,Netherlands,Keuken Kampioen Divisie,Heracles Almelo,Germany,Bundesliga,1.FSV Mainz 05,2.0,False
1233,Jessic Ngankam,Forward,21,2.0,Germany,2. Bundesliga,SpVgg Greuther Fürth,Germany,Bundesliga,Hertha BSC,2.0,False
1234,Emrecan Uzunhan,Defender,21,525k,Turkey,Süper Lig,Istanbulspor,Turkey,Süper Lig,Besiktas JK,2.0,False
1235,Michel Vlap,Midfielder,25,2.0,Belgium,Jupiler Pro League,RSC Anderlecht,Netherlands,Eredivisie,Twente Enschede FC,2.0,False
1236,Mikael,Forward,23,2.0,Brazil,Série B,Sport Club do Recife,Italy,Serie A,US Salernitana 1919,2.0,False
1237,Leonardo Buta,Defender,20,450k,Portugal,League 3 Promotion Round,SC Braga B,Italy,Serie A,Udinese Calcio,2.0,False
1238,Zakaria Aboukhlal,Forward,22,2.0,Netherlands,Eredivisie,AZ Alkmaar,France,Ligue 1,FC Toulouse,2.0,False
1239,Marcin Bulka,Goalkeeper,22,2.0,France,Ligue 1,Paris Saint-Germain,France,Ligue 1,OGC Nice,2.0,False
1240,Diego Hernández,Forward,22,2.0,Uruguay,Torneo Intermedio,Montevideo Wanderers,Brazil,Série A,Botafogo de Futebol e Regatas,2.0,False
1241,Boubacar Traoré,Midfielder,21,1.8,France,Ligue 2,FC Metz,England,Premier League,Wolverhampton Wanderers,2.0,True
1242,Oleksandr Zubkov,Forward,26,1.8,Hungary,NB I.,Ferencvárosi TC,Ukraine,Premier Liga,Shakhtar Donetsk,2.0,False
1243,Doron Leidner,Defender,20,1.2,Israel,Ligat ha'Al,Hapoel Tel Aviv,Greece,Super League 1,Olympiacos Piraeus,2.0,False
1244,Daniel Samek,Midfielder,18,2.0,Czech Republic,Fortuna Liga,SK Slavia Prague,Italy,Serie A,US Lecce,2.0,False
1245,Lameck Banda,Forward,21,300k,Israel,Liga Leumit,Maccabi Petah Tikva,Italy,Serie A,US Lecce,2.0,False
1246,Carlton Morris,Forward,26,1.0,England,League One,Barnsley FC,England,Championship,Luton Town,2.0,False
1247,Veton Berisha,Forward,28,1.3,Norway,Eliteserien,Viking FK,Sweden,Allsvenskan,Hammarby IF,2.0,False
1248,Alexsandro,Defender,22,800k,Portugal,Liga Portugal,GD Chaves,France,Ligue 1,LOSC Lille,2.0,False
1249,Dominik Kotarski,Goalkeeper,22,1.5,Croatia,SuperSport HNL,HNK Gorica,Greece,Super League 1,PAOK Thessaloniki,2.0,False
1250,Amir Richardson,Midfielder,20,1.3,France,Ligue 2,AC Le Havre,France,Ligue 1,Stade Reims,2.0,False
1251,Vlad Chiriches,Defender,32,1.8,Italy,Serie A,US Sassuolo,Italy,Serie A,US Cremonese,2.0,False
1252,Giacomo Quagliata,Defender,22,800k,Netherlands,Keuken Kampioen Divisie,Heracles Almelo,Italy,Serie A,US Cremonese,2.0,False
1253,Willyan Rocha,Defender,27,1.5,Portugal,Liga Portugal,Portimonense SC,Russia,Premier Liga,CSKA Moscow,2.0,False
1254,Emre Demir,Midfielder,18,1.8,Turkey,Süper Lig,Kayserispor,Spain,Primera Federación - Gr. II,FC Barcelona Atlètic,2.0,False
1255,Victor Boniface,Forward,21,700k,Norway,Eliteserien,FK Bodø/Glimt,Belgium,Jupiler Pro League,Royale Union Saint Gilloise,2.0,False
1256,Riccardo Ciervo,Forward,20,1.5,Italy,Serie A,AS Roma,Italy,Serie A,US Sassuolo,2.0,False
1257,Ahmed Touba,Defender,24,1.0,Netherlands,Eredivisie,RKC Waalwijk,Turkey,Süper Lig,Basaksehir FK,2.0,False
1258,Roggerio Nyakossi,Defender,18,100k,Switzerland,Super League,Servette FC,France,N3 - Corse-Méditer.,Olympique de Marseille B,2.0,False
1259,Douglas Mendes,Defender,18,200k,Brazil,Série B,Associação Atlética Ponte Preta,Brazil,Série A,Red Bull Bragantino,2.0,False
1260,Tommaso Mancini,Forward,18,500k,Italy,Serie C - A,LR Vicenza,Italy,Primavera 1,Juventus Primavera,2.0,False
1261,Facundo Waller,Midfielder,25,1.8,Uruguay,Primera División Clausura,Club Plaza Colonia,Mexico,Liga MX Clausura,Atlético de San Luis,2.0,False
1262,Joao Rojas,Forward,24,2.0,Ecuador,Serie A Segunda Etapa,CS Emelec,Mexico,Liga MX Clausura,CF Monterrey,1.9,False
1263,Brian Ocampo,Forward,23,2.0,Uruguay,Primera División Clausura,Club Nacional,Spain,LaLiga,Cádiz CF,1.9,False
1264,Cedric Itten,Forward,25,2.0,Scotland,Premiership,Rangers FC,Switzerland,Super League,BSC Young Boys,1.82,False
1265,Rayan Raveloson,Midfielder,25,2.0,United States,MLS,Los Angeles Galaxy,France,Ligue 1,AJ Auxerre,1.75,False
1266,Jessic Ngankam,Forward,21,2.0,Germany,Bundesliga,Hertha BSC,Germany,2. Bundesliga,SpVgg Greuther Fürth,1.5,False
1267,Khaled Narey,Forward,27,2.0,Germany,2. Bundesliga,Fortuna Düsseldorf,Greece,Super League 1,PAOK Thessaloniki,1.5,False
1268,Andreas Bruus,Defender,23,2.0,Denmark,Superligaen,Bröndby IF,France,Ligue 1,ESTAC Troyes,1.5,False
1269,Lucas Vera,Midfielder,25,2.0,Argentina,Liga Profesional,Club Atlético Lanús,Russia,Premier Liga,FK Orenburg,1.5,False
1270,Moustapha Name,Midfielder,27,2.0,France,Ligue 2,Paris FC,Cyprus,Protathlima Cyta,Pafos FC,1.5,False
1271,Ohi Omoijuanfo,Forward,28,2.0,Serbia,Super liga Srbije,Red Star Belgrade,Denmark,Superligaen,Bröndby IF,1.35,False
1272,Andrés Andrade,Defender,23,2.0,Austria,Bundesliga,LASK,Germany,2. Bundesliga,Arminia Bielefeld,1.25,False
1273,Oscar Vilhelmsson,Forward,18,2.0,Sweden,Allsvenskan,IFK Göteborg,Germany,2. Bundesliga,SV Darmstadt 98,1.2,False
1274,Dogucan Haspolat,Midfielder,22,2.0,Turkey,Süper Lig,Kasimpasa,Turkey,Süper Lig,Trabzonspor,1.2,False
1275,Krzysztof Kubica,Midfielder,22,2.0,Poland,Ekstraklasa,Górnik Zabrze,Italy,Serie B,Benevento Calcio,1.2,False
1276,Srdjan Babic,Defender,26,2.0,Serbia,Super liga Srbije,Red Star Belgrade,Spain,LaLiga,UD Almería,1.1,False
1277,Amer Gojak,Midfielder,25,2.0,Croatia,SuperSport HNL,GNK Dinamo Zagreb,Hungary,NB I.,Ferencvárosi TC,1.0,False
1278,Francesco Di Mariano,Forward,26,2.0,Italy,Serie A,US Lecce,Italy,Serie B,Palermo FC,1.0,False
1279,Pipa,Defender,24,2.0,England,Championship,Huddersfield Town,Greece,Super League 1,Olympiacos Piraeus,1.0,False
1280,Milan Pavkov,Forward,28,2.0,Serbia,Super liga Srbije,Red Star Belgrade,Saudi Arabia,Saudi Pro League,Al-Fayha FC,1.0,False
1281,Yanis Hamache,Defender,23,2.0,Portugal,Liga Portugal,Boavista FC,Ukraine,Premier Liga,SK Dnipro-1,1.0,False
1282,Eduard Löwen,Midfielder,25,2.0,Germany,Bundesliga,Hertha BSC,United States,Without League,St. Louis CITY SC,1.0,False
1283,Sergio Santos,Forward,27,2.0,United States,MLS,Philadelphia Union,United States,MLS,FC Cincinnati,841k,False
1284,Tommaso Milanese,Midfielder,19,2.0,Italy,Serie A,AS Roma,Italy,Serie A,US Cremonese,750k,False
1285,Renato Steffen,Forward,30,2.0,Germany,Bundesliga,VfL Wolfsburg,Switzerland,Super League,FC Lugano,750k,False
1286,William Mikelbrencis,Defender,18,2.0,France,Ligue 2,FC Metz,Germany,2. Bundesliga,Hamburger SV,700k,False
1287,Hamidou Traore,Midfielder,25,2.0,Turkey,Süper Lig,Giresunspor,Serbia,Super liga Srbije,FK Partizan Belgrade,700k,False
1288,Jean Evrard Kouassi,Forward,27,2.0,Turkey,Süper Lig,Trabzonspor,Turkey,Süper Lig,Fatih Karagümrük,700k,True
1289,Adam Gnezda Cerin,Midfielder,22,2.0,Germany,2. Bundesliga,1.FC Nuremberg,Greece,Super League 1,Panathinaikos Athens,650k,False
1290,Kanya Fujimoto,Midfielder,23,2.0,Japan,J2 League,Tokyo Verdy,Portugal,Liga Portugal,Gil Vicente FC,600k,False
1291,Irfan Can Egribayat,Goalkeeper,24,2.0,Turkey,1.Lig,Göztepe,Turkey,Süper Lig,Fenerbahce,500k,True
1292,Nicolò Cambiaghi,Forward,21,2.0,Italy,Serie A,Atalanta BC,Italy,Serie A,FC Empoli,500k,True
1293,Federico Di Francesco,Forward,28,2.0,Italy,Serie B,SPAL,Italy,Serie A,US Lecce,500k,False
1294,Samuel Umtiti,Defender,28,2.0,Spain,LaLiga,FC Barcelona,Italy,Serie A,US Lecce,500k,True
1295,Cenk Özkacar,Defender,21,2.0,France,Ligue 1,Olympique Lyon,Spain,LaLiga,Valencia CF,500k,True
1296,Silvije Begic,Defender,29,2.0,Russia,1.Division,Rubin Kazan,Russia,Premier Liga,Ural Yekaterinburg,500k,False
1297,Mailson,Goalkeeper,25,2.0,Brazil,Série B,Sport Club do Recife,Saudi Arabia,Saudi Pro League,Al-Taawoun FC,500k,False
1298,Carlitos,Forward,32,2.0,Greece,Super League 1,Panathinaikos Athens,Poland,Ekstraklasa,Legia Warszawa,400k,False
1299,Marrony,Forward,23,2.0,Denmark,Superligaen,FC Midtjylland,Brazil,Série A,Fluminense Football Club,400k,True
1300,Anthony Kalik,Midfielder,24,2.0,Croatia,SuperSport HNL,HNK Gorica,Croatia,SuperSport HNL,HNK Hajduk Split,300k,False
1301,Jacob Shaffelburg,Forward,22,2.0,Canada,MLS,Toronto FC,United States,MLS,Nashville SC,205k,True
1302,Sebastien Thill,Midfielder,28,2.0,Luxembourg,BGL Ligue,FC Progrès Niederkorn,Germany,2. Bundesliga,FC Hansa Rostock,200k,False
1303,Jorman Campuzano,Midfielder,26,2.0,Argentina,Liga Profesional,CA Boca Juniors,Turkey,Süper Lig,Giresunspor,200k,True
1304,Flávio,Midfielder,26,2.0,Turkey,Süper Lig,Trabzonspor,Saudi Arabia,Saudi Pro League,Al-Taawoun FC,196k,True
1305,Paul Nardi,Goalkeeper,28,2.0,France,Ligue 1,FC Lorient,Belgium,Jupiler Pro League,KAA Gent,150k,False
1306,Matous Trmal,Goalkeeper,23,2.0,Portugal,Liga Portugal,Vitória Guimarães SC,Portugal,Liga Portugal,CS Marítimo,50k,True
1307,Mateo Klimowicz,Midfielder,22,2.0,Germany,Bundesliga,VfB Stuttgart,Germany,2. Bundesliga,Arminia Bielefeld,0,True
1308,Mile Svilar,Goalkeeper,22,2.0,Portugal,Liga Portugal,SL Benfica,Italy,Serie A,AS Roma,0,False
1309,Zeki Amdouni,Forward,21,2.0,Switzerland,Challenge League,FC Lausanne-Sport,Switzerland,Super League,FC Basel 1893,0,True
1310,Zuriko Davitashvili,Forward,21,2.0,Georgia,Crystalbet Erovnuli Liga,Dinamo Batumi,France,Ligue 2,FC Girondins Bordeaux,0,True
1311,Jan Vertonghen,Defender,35,2.0,Portugal,Liga Portugal,SL Benfica,Belgium,Jupiler Pro League,RSC Anderlecht,0,False
1312,Philipp Hofmann,Forward,29,2.0,Germany,2. Bundesliga,Karlsruher SC,Germany,Bundesliga,VfL Bochum,0,False
1313,Cenk Tosun,Forward,31,2.0,England,Premier League,Everton FC,Turkey,Süper Lig,Besiktas JK,0,False
1314,Eli Dasa,Defender,29,2.0,Netherlands,Eredivisie,Vitesse Arnhem,Russia,Premier Liga,Dynamo Moscow,0,False
1315,Fraser Forster,Goalkeeper,34,2.0,England,Premier League,Southampton FC,England,Premier League,Tottenham Hotspur,0,False
1316,Luan,Midfielder,29,2.0,Brazil,Série A,Sport Club Corinthians Paulista,Brazil,Série A,Santos FC,0,True
1317,Mateusz Zukowski,Defender,20,2.0,Scotland,Premiership,Rangers FC,Poland,Ekstraklasa,Lech Poznan,0,True
1318,Ole Selnaes,Midfielder,27,2.0,China,Super League,Shenzhen FC,Switzerland,Super League,FC Zürich,0,False
1319,Francesco Vicari,Defender,27,2.0,Italy,Serie B,SPAL,Italy,Serie B,SSC Bari,0,False
1320,Auston Trusty,Defender,23,2.0,England,Premier League,Arsenal FC,England,Championship,Birmingham City,0,True
1321,Tom Edwards,Defender,23,2.0,England,Championship,Stoke City,England,League One,Barnsley FC,0,True
1322,Salvi Sánchez,Forward,31,2.0,Spain,LaLiga,Cádiz CF,Spain,LaLiga,Rayo Vallecano,0,False
1323,Florian Lejeune,Defender,31,2.0,Spain,LaLiga2,Deportivo Alavés,Spain,LaLiga,Rayo Vallecano,0,True
1324,Robert Zulj,Midfielder,30,2.0,United Arab Emirates,UAE Pro League,Al-Ittihad Kalba SC,Austria,Bundesliga,LASK,0,False
1325,Lovre Kalinic,Goalkeeper,32,2.0,England,Premier League,Aston Villa,Croatia,SuperSport HNL,HNK Hajduk Split,0,False
1326,Jens Stryger Larsen,Defender,31,2.0,Italy,Serie A,Udinese Calcio,Turkey,Süper Lig,Trabzonspor,0,False
1327,Davide Bettella,Defender,22,2.0,Italy,Serie A,AC Monza,Italy,Serie B,Palermo FC,0,True
1328,Álvaro Fernandez,Defender,19,2.0,England,Premier League,Manchester United,England,Championship,Preston North End,0,True
1329,Philippe Sandler,Defender,25,2.0,Netherlands,Eredivisie,Feyenoord Rotterdam,Netherlands,Eredivisie,NEC Nijmegen,0,False
1330,Sidnei,Defender,32,2.0,Brazil,Série A,Goiás EC,Spain,LaLiga2,UD Las Palmas,0,False
1331,Will Smallbone,Midfielder,22,2.0,England,Premier League,Southampton FC,England,Championship,Stoke City,0,True
1332,Tariqe Fosu,Forward,26,2.0,England,Premier League,Brentford FC,England,Championship,Stoke City,0,True
1333,Maximiliano Lovera,Forward,23,2.0,Greece,Super League 1,Olympiacos Piraeus,Greece,Super League 1,Ionikos Nikeas,0,True
1334,Christian Luyindama,Defender,28,2.0,Turkey,Süper Lig,Galatasaray,Turkey,Süper Lig,Antalyaspor,0,True
1335,Sheyi Ojo,Forward,25,2.0,England,Premier League,Liverpool FC,Wales,Championship,Cardiff City,0,False
1336,Mahlon Romeo,Defender,26,2.0,England,Championship,Millwall FC,Wales,Championship,Cardiff City,0,False
1337,Andre Gray,Forward,31,2.0,England,Championship,Watford FC,Greece,Super League 1,Aris Thessaloniki,0,False
1338,Rafael Camacho,Forward,22,2.0,Portugal,Liga Portugal,Sporting CP,Greece,Super League 1,Aris Thessaloniki,0,True
1339,Arturo Vidal,Midfielder,35,2.0,Italy,Serie A,Inter Milan,Brazil,Série A,CR Flamengo,0,False
1340,Thomas Delaine,Defender,30,2.0,France,Ligue 2,FC Metz,France,Ligue 1,RC Strasbourg Alsace,0,False
1341,Josh Bowler,Forward,23,2.0,England,Premier League,Nottingham Forest,Greece,Super League 1,Olympiacos Piraeus,0,True
1342,Jean-Daniel Akpa Akpro,Midfielder,29,2.0,Italy,Serie A,SS Lazio,Italy,Serie A,FC Empoli,0,True
